"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"918049","4929807","Manhattan","Chelsea","40.73949","-73.99483","Entire home/apt","250","3","48","2019-06-23","0.66","1","217"
"918239","4930847","Brooklyn","Williamsburg","40.70159","-73.94346","Private room","56","1","103","2019-06-10","1.6","1","65"
"918426","4932354","Brooklyn","Prospect Heights","40.67852","-73.97008","Private room","70","7","73","2019-06-16","0.94","4","212"
"919491","4938247","Brooklyn","Park Slope","40.67665","-73.97925","Private room","70","2","163","2019-06-18","2.13","1","163"
"919830","1895793","Manhattan","Chelsea","40.74605","-73.99906","Private room","125","2","153","2019-06-28","2.17","1","161"
"919978","2230103","Manhattan","Hell's Kitchen","40.7642","-73.98677","Entire home/apt","399","2","287","2019-06-10","3.69","1","284"
"919990","4629954","Brooklyn","Carroll Gardens","40.67573","-73.99878","Entire home/apt","157","6","1","2017-01-03","0.03","1","24"
"920930","4950369","Brooklyn","Bedford-Stuyvesant","40.68863","-73.94294","Entire home/apt","145","7","28","2018-08-27","0.39","1","188"
"921441","4954283","Manhattan","Washington Heights","40.84408","-73.93675","Private room","75","1","120","2019-06-21","1.89","1","90"
"921585","4955205","Brooklyn","Bedford-Stuyvesant","40.68336","-73.93648","Entire home/apt","280","3","68","2019-06-24","0.89","1","280"
"921624","4955560","Brooklyn","Williamsburg","40.71579","-73.9588","Entire home/apt","220","4","22","2019-02-23","0.3","1","8"
"921862","4957149","Manhattan","Upper West Side","40.7886","-73.97553","Entire home/apt","190","28","28","2019-05-31","0.41","1","283"
"923566","4967515","Manhattan","Upper West Side","40.78775","-73.98152","Entire home/apt","200","6","22","2019-01-04","0.28","2","354"
"923979","4970027","Queens","Briarwood","40.70715","-73.81468","Entire home/apt","77","1","78","2019-07-05","1.02","1","168"
"924600","4973668","Brooklyn","Bedford-Stuyvesant","40.68713","-73.93659","Private room","35","5","69","2019-06-15","0.91","3","244"
"924658","4973668","Brooklyn","Bedford-Stuyvesant","40.687","-73.93446","Shared room","30","5","91","2019-06-01","1.18","3","248"
"924719","552453","Manhattan","East Village","40.72615","-73.98781","Entire home/apt","199","29","12","2017-08-22","0.17","1","31"
"925075","4938485","Manhattan","Hell's Kitchen","40.75893","-73.99014","Entire home/apt","140","3","25","2015-01-03","0.33","1","157"
"925137","3458692","Manhattan","Chelsea","40.74435","-74.00038","Entire home/apt","124","30","4","2016-06-10","0.07","1","42"
"925240","4976428","Manhattan","East Village","40.73194","-73.98939","Entire home/apt","295","7","92","2019-06-24","1.23","1","316"
"925730","4980428","Manhattan","Chinatown","40.7189","-73.99654","Entire home/apt","160","7","13","2019-06-10","0.17","1","335"
"926337","4260529","Queens","Long Island City","40.74641","-73.94611","Private room","349","1","30","2016-10-16","0.39","2","365"
"927408","51038","Brooklyn","Clinton Hill","40.68618","-73.96603","Private room","98","2","38","2019-02-16","0.5","6","158"
"927987","755172","Manhattan","Upper East Side","40.77543","-73.95499","Entire home/apt","230","3","20","2019-06-10","0.26","1","282"
"931642","4976872","Manhattan","Murray Hill","40.74848","-73.97884","Private room","118","30","116","2019-06-23","1.93","1","228"
"932277","2902266","Brooklyn","DUMBO","40.70434","-73.98989","Private room","125","20","35","2015-01-05","0.45","1","311"
"933129","5072123","Brooklyn","Fort Greene","40.69097","-73.97972","Entire home/apt","195","29","55","2019-05-31","0.72","2","233"
"933861","5025046","Manhattan","Hell's Kitchen","40.763","-73.98911","Private room","85","2","100","2019-06-24","1.31","1","63"
"936218","5052897","Manhattan","Harlem","40.81378","-73.95353","Private room","55","14","17","2019-06-30","0.23","1","41"
"938022","1866827","Brooklyn","Williamsburg","40.7078","-73.94827","Private room","99","1","94","2019-06-16","1.22","1","358"
"939657","5076827","Manhattan","Harlem","40.81071","-73.94493","Entire home/apt","140","30","81","2019-05-31","1.05","2","194"
"939724","1865527","Brooklyn","Bedford-Stuyvesant","40.6943","-73.94538","Private room","85","1","32","2019-05-19","0.43","3","340"
"940115","5067409","Brooklyn","Crown Heights","40.67555","-73.95254","Entire home/apt","75","7","15","2019-06-29","0.23","1","178"
"940116","1650330","Brooklyn","Sunset Park","40.64942","-74.00749","Private room","53","5","39","2019-04-28","0.52","2","282"
"941179","4085497","Brooklyn","Crown Heights","40.67296","-73.9501","Entire home/apt","150","2","42","2019-05-20","0.72","1","365"
"941642","4888599","Manhattan","Hell's Kitchen","40.76662","-73.99302","Entire home/apt","179","3","209","2019-06-11","2.7","1","202"
"944040","896918","Brooklyn","Crown Heights","40.67607","-73.95408","Entire home/apt","135","1","67","2019-06-23","0.87","1","348"
"944049","1908073","Manhattan","West Village","40.73194","-74.00189","Entire home/apt","200","4","45","2019-07-01","0.59","1","48"
"944755","3270460","Brooklyn","Prospect-Lefferts Gardens","40.65908","-73.96125","Entire home/apt","100","5","117","2019-05-18","1.61","2","73"
"945297","5074654","Manhattan","East Village","40.72836","-73.98163","Private room","100","1","414","2019-06-22","5.39","2","231"
"947810","5138312","Manhattan","Upper East Side","40.77464","-73.95695","Private room","50","20","11","2019-06-03","0.16","1","269"
"947963","3229099","Brooklyn","Williamsburg","40.71684","-73.9441","Private room","50","40","16","2019-06-09","0.21","1","324"
"949713","1295416","Brooklyn","Gowanus","40.6745","-73.99582","Entire home/apt","400","30","30","2019-06-01","0.39","1","67"
"951365","2675998","Queens","Ridgewood","40.7099","-73.91509","Entire home/apt","115","2","74","2019-05-19","0.96","2","314"
"951944","1408973","Manhattan","SoHo","40.72493","-74.00307","Entire home/apt","235","3","73","2019-07-05","0.94","1","44"
"953275","4460034","Manhattan","East Harlem","40.79531","-73.9333","Entire home/apt","125","7","50","2018-05-06","0.66","1","188"
"953951","4797813","Manhattan","West Village","40.73377","-74.00259","Entire home/apt","250","2","56","2019-07-01","0.73","1","134"
"955153","5165749","Manhattan","SoHo","40.72256","-73.99767","Entire home/apt","650","5","7","2014-06-27","0.09","2","90"
"955542","4932354","Brooklyn","Prospect Heights","40.67942","-73.97078","Private room","97","7","13","2018-11-01","0.17","4","204"
"956412","588270","Brooklyn","DUMBO","40.70424","-73.98597","Entire home/apt","189","2","236","2019-06-21","3.08","2","279"
"957002","5202854","Manhattan","Upper West Side","40.7982","-73.96394","Entire home/apt","100","1","129","2019-06-21","1.76","1","281"
"957642","1354796","Brooklyn","Prospect-Lefferts Gardens","40.66167","-73.95098","Private room","49","5","114","2019-06-09","1.49","3","323"
"959871","1822729","Brooklyn","Williamsburg","40.71081","-73.96121","Private room","120","6","15","2019-01-01","0.21","2","9"
"959948","1229358","Manhattan","SoHo","40.72538","-74.00375","Entire home/apt","195","10","10","2018-06-26","0.13","1","270"
"960210","1865527","Brooklyn","Bedford-Stuyvesant","40.69437","-73.94519","Private room","89","1","21","2018-10-14","0.3","3","365"
"962045","5239845","Brooklyn","Bushwick","40.69288","-73.90374","Private room","62","2","324","2019-06-28","4.3","1","267"
"964379","555739","Brooklyn","Bay Ridge","40.63463","-74.03621","Entire home/apt","130","28","14","2019-02-28","0.69","2","340"
"966104","5268970","Manhattan","East Village","40.72726","-73.97573","Private room","75","3","51","2018-11-25","0.7","1","127"
"968848","5289072","Brooklyn","Prospect Heights","40.67501","-73.96651","Private room","64","2","35","2019-02-03","0.46","1","329"
"969463","1447988","Brooklyn","Williamsburg","40.71916","-73.95696","Entire home/apt","150","2","11","2018-10-15","0.14","1","364"
"971158","5286584","Manhattan","Harlem","40.80667","-73.95562","Private room","100","2","53","2019-06-23","0.7","1","350"
"971247","5308961","Manhattan","Upper West Side","40.79368","-73.96487","Entire home/apt","190","3","159","2019-07-03","2.09","1","244"
"972426","216191","Brooklyn","Williamsburg","40.71149","-73.94504","Private room","98","2","7","2018-12-21","0.09","4","273"
"973535","3179866","Queens","East Elmhurst","40.76356","-73.8885","Entire home/apt","99","3","158","2019-07-02","2.08","2","322"
"973653","4770121","Manhattan","Harlem","40.82421","-73.93996","Entire home/apt","100","185","0","","null","4","358"
"975229","5333736","Manhattan","East Village","40.73055","-73.98875","Entire home/apt","159","4","65","2019-06-16","0.85","1","1"
"975250","3709510","Brooklyn","Bushwick","40.69282","-73.92477","Private room","70","1","18","2019-05-13","0.32","3","146"
"975965","2267153","Manhattan","East Village","40.72792","-73.98507","Private room","91","5","395","2019-06-21","5.16","2","1"
"975990","5339881","Brooklyn","Brooklyn Heights","40.69293","-73.99679","Entire home/apt","325","1","11","2018-12-09","0.19","1","363"
"976167","5341060","Brooklyn","Fort Hamilton","40.61806","-74.03195","Entire home/apt","149","4","33","2018-01-07","0.46","1","313"
"976242","854208","Manhattan","East Village","40.7282","-73.98893","Entire home/apt","200","10","35","2019-01-02","0.46","1","51"
"977870","5350359","Manhattan","Upper West Side","40.80014","-73.9637","Entire home/apt","169","2","61","2019-06-23","0.8","1","59"
"978062","5186189","Manhattan","West Village","40.73359","-74.00524","Entire home/apt","249","3","10","2019-01-01","0.3","1","5"
"978386","5354308","Queens","Astoria","40.75751","-73.91678","Entire home/apt","85","2","260","2019-07-03","3.44","1","254"
"978615","5369117","Queens","Astoria","40.76291","-73.91871","Private room","81","2","183","2019-06-15","2.45","2","326"
"980098","5364702","Manhattan","East Village","40.72658","-73.98907","Entire home/apt","199","2","54","2019-07-02","0.72","1","322"
"980561","15742","Manhattan","Harlem","40.82892","-73.94745","Entire home/apt","88","3","37","2018-09-08","0.48","1","47"
"981410","5374768","Manhattan","West Village","40.73331","-74.00471","Entire home/apt","170","4","1","2013-04-09","0.01","1","273"
"982038","5378922","Brooklyn","Fort Greene","40.68859","-73.9729","Entire home/apt","130","9","3","2018-09-25","0.04","1","329"
"983625","4548229","Manhattan","Harlem","40.80421","-73.94302","Entire home/apt","135","30","190","2019-06-04","2.63","4","253"
"984721","555739","Brooklyn","Bay Ridge","40.63508","-74.03628","Entire home/apt","65","30","25","2018-12-22","0.36","2","188"
"985338","1417489","Brooklyn","Brooklyn Heights","40.70162","-73.99465","Entire home/apt","100","180","0","","null","1","365"
"986727","5414067","Manhattan","East Harlem","40.80626","-73.94009","Entire home/apt","165","3","281","2019-06-21","3.68","2","177"
"987329","5369117","Queens","Astoria","40.76491","-73.9207","Private room","78","4","70","2019-06-12","1.64","2","348"
"989976","5435208","Queens","Flushing","40.74142","-73.8202","Entire home/apt","160","3","96","2019-06-22","1.29","1","298"
"990130","5435713","Brooklyn","Prospect Heights","40.67682","-73.96586","Entire home/apt","225","5","6","2016-08-26","0.08","1","188"
"990367","5438325","Manhattan","Harlem","40.80684","-73.94844","Entire home/apt","170","5","25","2019-06-01","0.34","1","177"
"990529","5440087","Manhattan","Midtown","40.75136","-73.97076","Private room","349","3","3","2014-09-24","0.04","2","87"
"992508","4714927","Manhattan","East Harlem","40.79218","-73.95076","Private room","65","2","57","2019-06-26","0.78","4","251"
"992598","2203885","Manhattan","East Village","40.72399","-73.98134","Private room","420","3","182","2019-05-29","2.39","1","301"
"992977","4000059","Brooklyn","Park Slope","40.67359","-73.97434","Entire home/apt","100","365","1","2013-08-01","0.01","1","365"
"993040","5454862","Manhattan","Harlem","40.8278","-73.94891","Entire home/apt","97","3","185","2019-06-14","2.46","1","6"
"993514","15145088","Manhattan","Upper West Side","40.78729","-73.97439","Entire home/apt","191","30","8","2019-06-03","0.11","8","346"
"993575","15145088","Manhattan","Upper West Side","40.7852","-73.9746","Entire home/apt","187","30","13","2019-06-15","0.2","8","346"
"993576","15145088","Manhattan","Upper West Side","40.78558","-73.97251","Entire home/apt","172","30","4","2018-03-31","0.08","8","346"
"995169","5466191","Manhattan","West Village","40.73464","-74.00225","Entire home/apt","950","3","28","2019-07-03","1.52","1","357"
"995187","2829145","Brooklyn","Fort Greene","40.69248","-73.96983","Entire home/apt","275","4","81","2019-05-21","1.07","2","310"
"995215","3038687","Manhattan","Upper West Side","40.78954","-73.97222","Entire home/apt","99","30","1","2014-10-05","0.02","8","113"
"995367","412783","Manhattan","Greenwich Village","40.73506","-73.99728","Entire home/apt","334","11","14","2018-05-29","0.24","1","238"
"997404","5480570","Brooklyn","Bedford-Stuyvesant","40.68364","-73.92638","Entire home/apt","145","3","200","2019-07-04","2.62","1","303"
"998423","2765234","Queens","Astoria","40.7603","-73.91395","Private room","75","4","19","2019-04-25","0.52","1","10"
"998887","227908","Manhattan","SoHo","40.72602","-74.00318","Entire home/apt","130","20","33","2019-06-02","0.43","1","11"
"999248","273174","Manhattan","Tribeca","40.71927","-74.00453","Entire home/apt","575","1","447","2019-07-01","5.89","3","207"
"999984","5468033","Manhattan","West Village","40.73303","-74.00237","Entire home/apt","300","3","108","2019-07-01","1.44","1","318"
"1000788","4797532","Brooklyn","Crown Heights","40.67319","-73.95987","Entire home/apt","120","28","1","2015-10-29","0.02","2","280"
"1001147","3363720","Brooklyn","Bushwick","40.68923","-73.91946","Private room","50","3","92","2019-06-19","1.22","3","171"
"1001447","214794","Manhattan","East Harlem","40.79307","-73.95138","Shared room","56","2","117","2019-06-24","1.53","1","303"
"1002469","5512719","Manhattan","Upper East Side","40.76249","-73.96054","Entire home/apt","191","2","66","2019-05-28","0.94","1","347"
"1003530","454250","Manhattan","Upper West Side","40.79962","-73.96523","Private room","135","7","70","2018-08-12","0.93","1","44"
"1003754","5520355","Brooklyn","South Slope","40.66162","-73.97994","Entire home/apt","195","7","98","2019-06-26","1.39","1","94"
"1005416","5529633","Manhattan","Harlem","40.80132","-73.95568","Shared room","75","1","43","2019-06-02","0.61","1","9"
"1005763","450050","Manhattan","Harlem","40.81309","-73.95267","Private room","99","10","45","2015-08-05","0.6","1","83"
"1009883","329436","Brooklyn","Carroll Gardens","40.68204","-73.99249","Entire home/apt","350","3","41","2019-05-27","0.59","2","22"
"1009973","5556571","Brooklyn","Williamsburg","40.70607","-73.935","Entire home/apt","40","15","10","2013-11-09","0.13","3","365"
"1010785","3898812","Queens","Astoria","40.76295","-73.92652","Entire home/apt","130","1","58","2019-07-06","0.77","1","301"
"1011449","5563508","Brooklyn","Prospect-Lefferts Gardens","40.65915","-73.9601","Entire home/apt","225","2","48","2019-05-05","0.64","1","339"
